width,learning_rate,dropout,l2,best_val_acc
16.0,0.005,0.0,0.001,0.71875
32.0,0.005,0.0,0.0,0.7682211538461539
64.0,0.005,0.0,0.0,0.8070192307692308
128.0,0.005,0.0,0.0,0.8252884615384616
256.0,0.005,0.3,0.0,0.8364423076923077
